content,day,time,noon,venue,Id_program,sections,transaction,title,abstract,authors,track,invited,invited_keynote,authors_affiliation
Integrated MEMS Diamond Quantum Magnetometer with Active Laser Noise Suppression,11 March 2025 (Tuesday),3:20pm,afternoon," Function Hall, 1/F, 12W",T-10-4-2,3:00pm to 4:30pm,EDTM25-000217,Integrated MEMS Diamond Quantum Magnetometer with Active Laser Noise Suppression,"This study reports a miniaturized diamond sensor device fabricated with standard microfabrication for high-accuracy current sensing. The sensor incorporates a diamond quantum magnetometer and a piezo-driven variable optical attenuator (VOA) module for active laser noise suppression and thus magnetic detection signal-to-noise ratio (SNR) is improved by 22 times, achieving a sensitivity of 214 pT·Hz⁻¹/² with 200 mW laser power. By applying feedback control to actively tracking the fluorescence signal, the stability of detection sensitivity is enhanced by a factor of 9.16. On-site current measurements have been implemented with our diamond sensor, achieving a 0.2%FS accuracy in a range of 0A to 8 kA, which paves the way for current sensing in high-voltage power system.","Nan Wang,Xiao Peng,Yaochen Zhu,Qihui Liu,Jiachen Han,Xin Chen,Xin Luo,Yongquan Su,Lihao Wang,Yichen Liu,Hao Chen,Jiangong Cheng,Zhenyu Wu","10 Sensor, MEMS, Bio-Electronics",1,[Invited],"Zhenyu Wu, Shanghai Institute of Microsystem and Information Technology, China "
quantum sensing nonlinearity in magnetic response,11 March 2025 (Tuesday),3:40pm,afternoon," Function Hall, 1/F, 12W",T-10-4-3,3:00pm to 4:30pm,EDTM25-000058,quantum sensing nonlinearity in magnetic response,"Nonlinearity in electric response serves as the foundation of nonlinear optics, leading to the development of a vast and diverse field of research. We utilize the nitrogen-vacancy (NV) center in diamond as a probe to investigate its counterpart, the nonlinear response in magnetic response.",Sen Yang,"10 Sensor, MEMS, Bio-Electronics",1,[Invited],"Sen Yang, Hong Kong University of Science and Technology, Hong Kong "
Quantum Nanophotonics with Hexagonal Boron Nitride,11 March 2025 (Tuesday),4:00pm,afternoon," Function Hall, 1/F, 12W",T-10-4-4,3:00pm to 4:30pm,EDTM25-000548,Quantum Nanophotonics with Hexagonal Boron Nitride,"Engineering robust solid-state quantum systems is amongst the most pressing challenges to realize scalable quantum photonic circuitry. While several 3D systems (such as diamond or gallium arsenid) have been thoroughly studied, solid state emitters in two dimensional (2D) materials are still in their infancy.  In this presentation I will discuss the appeal of an emerging van der Waals crystal – hexagonal boron nitride (hBN). This unique system possesses a large bandgap of ~ 6 eV and can host single defects that can act as ultra-bright quantum light sources. In addition, some of these defects exhibit spin dependent fluorescence that can be initialised and coherently manipulated. I will discuss in details various methodologies to engineer these defects and show their peculiar properties. Furthermore, I will discuss how hBN crystals can be carefully sculpted into nanoscale photonic resonators to confine and guide light at the nanoscale. Taking advantage of the unique 2D nature of hBN, I will also show promising avenues to integrate hBN emitters with silicon nitride photonic crystal cavities. All in all, hBN possesses all the vital constituents to become the leading platform for integrated quantum photonics. To this extent, I will highlight the challenges and opportunities in engineering hBN quantum photonic devices and will frame it more broadly in the growing interest with 2D materials nanophotonics.   ",igor aharonovich,"10 Sensor, MEMS, Bio-Electronics",1,[Invited],"Igor Aharonovich, University of Technology Sydney, Australia "
"Electronic Fabrics and Wearable Systems: Design, Fabrication, Evaluation",11 March 2025 (Tuesday),3:00pm,afternoon," Grand Hall A, 1/F, 12W",T-11-2-1,3:00pm to 4:30pm,0.0,"Electronic Fabrics and Wearable Systems: Design, Fabrication, Evaluation", ,0.0,11 Flexible and Wearable Electronics,0.0,[Keynote],"Xiaoming Tao, Hong Kong Polytechnic University, Hong Kong "
Carbon Nanotube-Based High-Performance Bioelectronics,11 March 2025 (Tuesday),3:25pm,afternoon," Grand Hall A, 1/F, 12W",T-11-2-2,3:00pm to 4:30pm,EDTM25-000295,Carbon Nanotube-Based High-Performance Bioelectronics,"There is growing interest in ultrathin flexible devices that can provide excellent conformability toward advanced laminated bioelectronics. In addition to achieving ultrathin physical morphology, to realize the superiority of ultrathin electronics, the performance of the electronic devices is crucial to support the desired advanced functions. In this paper, a selection of the key techniques and progresses that support carbon nanotube-based flexible thin-film transistors, circuits and integrated systems toward advanced bioelectronics are discussed.",Youfan Hu,11 Flexible and Wearable Electronics,1,[Invited],"Youfan Hu, Peking University, China "
From Monitoring to Modulation: Intelligent Wearable Devices for Health Sensing and Drug Delivery,11 March 2025 (Tuesday),3:45pm,afternoon," Grand Hall A, 1/F, 12W",T-11-2-3,3:00pm to 4:30pm,EDTM25-000089,From Monitoring to Modulation: Intelligent Wearable Devices for Health Sensing and Drug Delivery,"In this talk, I present advancements in intelligent wearable devices (IWDs) that integrate sensing and drug delivery functions to address critical challenges in calibration, treatment efficacy, and device footprint. Three approaches are introduced: a dual-modality piezoelectric microsystem for long-term blood pressure monitoring, a polymeric electrode for ultrasound-enhanced iontophoresis, and a novel organic electrochemical transceiver for seamless sensing and therapeutic agent release. These devices advance IWDs toward effective, adaptive physiological monitoring and modulation.","Ni Zhao,Yuanzhe Li,Shirong Qiu,Zhou Jiang,Cunman Liang,Yixin Qi",11 Flexible and Wearable Electronics,1,[Invited],"Ni Zhao, The Chinese University of Hong Kong, Hong Kong "
Direct 3D force mapping enabled by flexible single-crystal piezoelectric sensor array,11 March 2025 (Tuesday),4:05pm,afternoon," Grand Hall A, 1/F, 12W",T-11-2-4,3:00pm to 4:30pm,EDTM25-000533,Direct 3D force mapping enabled by flexible single-crystal piezoelectric sensor array,"The ability to map 3D forces is crucial in tactile sensors. However, most traditional sensors can generally only sense forces in one direction, that is, normal or shear stress. Here, we report a flexible sensor array, which is enabled by combining single-crystal piezoelectric films with different crystal orientations for direct 3D force mapping. Both normal and shear pressure can be quickly and freely distinguished without any crosstalk. This direct 3D sensing feedback has illustrated its high potential application in intelligent robotics, human-computer interaction, medical care, and health monitoring with real-time feedback.","Jiefei Zhu,Changjian Zhou,Min Zhang",11 Flexible and Wearable Electronics,0,,"Jiefei Zhu,Changjian Zhou,Min Zhang, The Chinese University of Hong Kong, Shenzhen, China "
Strategies for Reliable Emerging Memories and Their Applications,11 March 2025 (Tuesday),3:00pm,afternoon," Conference Hall 6&7, 2/F, 8W & 10W",T-13-4-1,3:00pm to 4:30pm,EDTM25-000605,Strategies for Reliable Emerging Memories and Their Applications,"Artificial intelligence (AI) will enable machines to think and solve complex tasks like human beings. In recent years, artificial neural networks have improved recognition and classification accuracy. However, state-of-the-art deep learning algorithms require large network models with multiple layers, which pose significant challenges for complementary metal-oxide-semiconductor (CMOS) implementation due to limitations in conjoining computation, memory, and communication requirements in large networks. As an alternative hardware platform, emerging memories have been proposed for weight storage and fast parallel neural computing with low power consumption. The parallelism property of the crossbar arrays for matrix-vector multiplication enables significant acceleration of core neural computations. In this talk, Prof. Choi will present a systematic study on the fundamental understanding of emerging memristive devices. He will talk about the approach how to achieve highly reliable artificial neurons and synapses for neuromorphic computing which can be a key step paving the way towards post von Neumann computing. In addition, he will also introduce the application of developed crossbar network, which suggests potential applications of emerging memory/computing device-based network to effective data processing for solving real-world problems. He will also talk about his recent work on phase change memory that shows low power consumption with cheap fabrication process. Finally, he will discuss the projections and future directions.",Shinhyun Choi,"13 Disruptive Technologies (Metaverse, Neuromorphic Computing, Quantum Computing)",1,[Invited],"Shinhyun Choi, KAIST, South Korea "
Spintronic foundation cells for scalable unconventional computing,11 March 2025 (Tuesday),3:20pm,afternoon," Conference Hall 6&7, 2/F, 8W & 10W",T-13-4-2,3:00pm to 4:30pm,EDTM25-000653,Spintronic foundation cells for scalable unconventional computing,"With the ending of Moore’s law and the thriving of unconventional computing, there is a growing demand for the development of emerging device technologies. However, it is anticipated that completely replacing complementary metal-oxide-semiconductor (CMOS) technology will not be feasible in the foreseeable future. Thus, in this paper, we showed how one of the emerging technologies, spintronic devices can be integrated with CMOS technologies as the foundation cells for scalable unconventional computing.","Zhihua Xiao,Qiming Shao","13 Disruptive Technologies (Metaverse, Neuromorphic Computing, Quantum Computing)",1,[Invited],"Qiming Shao, Hong Kong University of Science and Technology, Hong Kong "
Spatiotemporal Encoding Based on Mott Spiking Neurons for Sound Localization,11 March 2025 (Tuesday),3:40pm,afternoon," Conference Hall 6&7, 2/F, 8W & 10W",T-13-4-3,3:00pm to 4:30pm,EDTM25-000561,Spatiotemporal Encoding Based on Mott Spiking Neurons for Sound Localization,"In this work, we propose a spatiotemporal sound localization system based on VO2 neurons. Our scheme employs five parallel one-transistor-one-neuron (1T1N) units as coincidence detectors with delay lines, encoding interaural time differences into spatial information. The results demonstrate that the proposed design achieves angular localization with a resolution of π/60 rad (98% accuracy) and an average energy consumption of around 20.07 nJ. Compared to the existing method, it enhances resolution by 25% and reduces energy consumption by 7.1%, highlighting its potential for efficient, biologically inspired auditory processing.","Zihan Guo,Linbo Shan,Zongwei Wang,Yimao Cai,Xing Zhang,Ru Huang","13 Disruptive Technologies (Metaverse, Neuromorphic Computing, Quantum Computing)",0,,"Zihan Guo,Linbo Shan,Zongwei Wang,Yimao Cai,Xing Zhang,Ru Huang, Peking University, China "
Investigation of Effects of Non-Volatile Memory-based Computation-in-Memory Non-Idealities and Model Size,11 March 2025 (Tuesday),3:55pm,afternoon," Conference Hall 6&7, 2/F, 8W & 10W",T-13-4-4,3:00pm to 4:30pm,EDTM25-000512,Investigation of Effects of Non-Volatile Memory-based Computation-in-Memory Non-Idealities and Model Size on Performance and Robustness of Small Language Model During Inference Phase,"This paper comprehensively evaluates the effect of employing non-volatile memory (NVM)-based computation-in-memory (CiM) for small language model acceleration. The effect of memory non-idealities on the performance of the small language models, along with the similarity between CiM-based CNNs and language models, is documented with similarities between error tolerance of large language models and convolutional neural networks. The study also establishes a trend between the type of NVM non-idealities, model performance, model size, and noise tolerance.","Adil Padiyal,Tao Wang,Naoko Misawa,Chihiro Matsui,Ken Takeuchi","13 Disruptive Technologies (Metaverse, Neuromorphic Computing, Quantum Computing)",0,,"Adil Padiyal,Tao Wang,Naoko Misawa,Chihiro Matsui,Ken Takeuchi, The University of Tokyo, Japan "
Efficient Implementation of 16 Reconfigurable Boolean Logics Based on Memristors and Their Application in,11 March 2025 (Tuesday),4:10pm,afternoon," Conference Hall 6&7, 2/F, 8W & 10W",T-13-4-5,3:00pm to 4:30pm,EDTM25-000518,Efficient Implementation of 16 Reconfigurable Boolean Logics Based on Memristors and Their Application in Image Edge Detection,"This paper presents a novel memristor-based logic-in-memory (LIM) design that integrates resistance input resistance output (R-R) and voltage input resistance output (V-R) principles to enhance computational efficiency. We implement 16 reconfigurable Boolean logic functions within a unified circuit framework. The design is applied to create both 1-bit and n-bit full adders, demonstrating significant improvements in speed and area efficiency. Additionally, the designs are utilized for image edge detection using both logical operations and the Sobel operator, with image results validating their effectiveness. This work highlights the potential of memristor-based logic to advance edge computing applications.","Zhouchao Gan,Yifeng Xiong,Fan Yang,Xiangshui Miao,Xingsheng Wang","13 Disruptive Technologies (Metaverse, Neuromorphic Computing, Quantum Computing)",0,,"Zhouchao Gan,Yifeng Xiong,Fan Yang,Xiangshui Miao,Xingsheng Wang, Huazhong University of Science and Technology, China "
